Номер;КОЛ-ВО;Обзорное описание изданий;Примечания
коробки;экз. в коробке;(Название, год и номера или подшивки);
;;2006 № 046171;
;;2006 № 046172;
;;2006 № 045953;
;;2006 № 045978;
;;2006 № 045979;
;;Приложение 2006 № 052605 ;
;;2006 № 046170;
;;2005 № 045592;
;;2006 № 045723;
;;2006 № 046176;
;;2006 № 045977;
;;2006 № 052605;
;;2007 № 047171;
;;2006 № 052610;
;;2007 № 047165;
;;2007 № 047164;
;;2007 № 047169;
;;2007 № 047158;
;;2007 № 047157;
;;2007 № 047159;
;;2007 № 047166;
;;2007 № 047173 + прилож.;
;;2008 № 048097 ;
;;2008 № 048902 + прилож.;
;;2009 № 052377 + прилож.;
;;2007 № 047154;
;;;
5171;40;Сотбис;Суслова Е.В., Евдокимова Л.В.
;;2007 № 047239;
;;2007 № 047240;
;;2007 № 047160;
;;2007 № 047161;
;;2007 № 047162;
;;2007 № 047163;
;;2007 № 047172;
;;2007 № 047153;
;;2007 № 047168;
;;2008 № 061130;
;;2008 № 059323;
;;2008 № 061132;
;;2008 № 048099;
;;2007 № 047148;
;;2008 № 048901;
;;2008 № 048841;
;;2009 № 052378+ прилож.;
;;2008 № 048900;
;;2009 № 052384+ прилож.;
;;2009 № 052380;
;;2009 № 052379;
;;2009 № 052390;
;;2009 № 052385+ прилож.;
;;2009 № 052396 ;
;;2009 № 052392 + прилож.;
;;2009 № 052391 + прилож.;
;;2009 № 052402 + прилож.;
;;2009 № 052399 + прилож.;
;;2009 № 052398 + прилож.;
;;;
5172;67;Сотбис;Суслова Е.В., Евдокимова Л.В.
;;1988 № 040258;
;;1987 № 040273;
;;2000 № 060129;
;;2010 № 052619;
;;2010 № 052617;
;;2010 № 052615 + брошюра;
;;2000 № 060278;
;;2000 № 059034;
;;1999 № 060052;
;;1999 № 060757;
;;1998 № 059043;
;;1999 № 060595;
;;1998 № 059575;
;;1996 № 059412;
;;2009 № 052177;
;;1998 № 048895;
;;2008 № 048894;
;;2001 № 060156;
;;2006 № 046159;
;;2005 № 045512;
;;2004 № 045395;
;;2004 № 043699;
;;2001 № 059286;
;;2000 № 060855;
;;2000 № 059440;
;;1999 № 060854;
;;1998 № 060843;
;;1984 № 034127;
;;2001 № 060793;
;;2001 № 059586;
;;1999 № 059065;
;;1999 № 059381;
;;1998 № 059387 + прилож.;
;;1998 № 059035;
;;2007 № 047216;
;;2004 № 046151;
;;2004 № 046150;
;;2004 № 043669;
;;2005 № 045507;
;;2004 № 043686;
;;2004 № 045381;
;;1999 № 060791;
;;2007 № 047258;
;;1999 № 060582;
;;1998 № 060338;
;;2001 № 060789;
;;2006 № 046921;
;;2005 № 045761;
;;2005 № 045531;
;;2006 № 045906;
;;2006 № 046886;
;;2007 № 047269;
;;2005 № 045588;
;;2007 № 047298;
;;1998 № 060806;
;;2006 № 045766;
;;2007 № 047341;
;;2005 № 045717;
;;2008 № 048857;
;;2007 № 047279;
;;2009 № 052148;
;;2008 № 048868;
;;2005 № 045718;
;;2005 № 045506;
;;2004 № 045386;
;;;
5173;64;Сотбис;Суслова Е.В., Евдокимова Л.В.
;;2001 № 060547;
;;2006 № 045971;
;;2008 № 048797;
;;1998 № 060150;
;;2006 № 046141;
;;1999 № 060551;
;;1998 № 059346;
;;2005 № 045790;
;;1988 № 061254;
;;2007 № 052609;
;;2006 № 052608;
;;2005 № 045745;
;;2001 № 060530;
;;2009 № 052147;
;;2008 № 053564;
;;2008 № 048812;
;;1999 № 059056;
;;1987 № 061272;
;;1986 № 061274;
;;2008 № 048815;
;;2001 № 060879;
;;2001 № 060898;
;;2000 № 059539;
;;2000 № 059399;
;;1999 № 090819;
;;2004 № 045398;
;;2001 № 059512;
;;2000 № 060880;
;;1998 № 059518;
;;2001 № 059572;
;;2005 № 045541;
;;2004 № 045396;
;;1999 № 061065;
;;1998 № 060914;
;;1997 № 060353;
;;2000 № 059453;
;;2000 № 060940;
;;2001 № 060354;
;;2000 № 060600;
;;2007 № 047220;
;;2005 № 045609;
;;2004 № 045392;
;;2004 № 044642;
;;2009 № 052181;
;;2008 № 048893;
;;2008 № 048890;
;;2007 № 047233;
;;2007 № 047288;
;;2005 № 045784;
;;2006 № 045947;
;;2009 № 052188;
;;2001 № 062170;
;;1999 № 060245;
;;1999 № 060832;
;;1999 № 060560;
;;2000 № 059316;
;;2000 № 060117;
;;2000 № 059428;
;;2004 № 044660;
;;2004 № 043518;
;;2001 № 060777;
;;2000 № 059309;
;;2001 № 060135;
;;1999 № 060618;
;;;
5174;57;Сотбис;Суслова Е.В., Евдокимова Л.В.
;;1999 № 060357;
;;2006 № 046918;
;;2005 № 045727;
;;2001 № 059571;
;;2004 № 044753;
;;2001 № 059574;
;;2008 № 048816;
;;2000 № 060519;
;;1998 № 058989;
;;1986 № 061275;
;;2004 № 043711;
;;2004 № 043522;
;;2006 № 046143;
;;2005 № 045497;
;;1998 № 061083;
;;2001 № 060259;
;;2000 № 060286;
;;1999 № 059070;
;;2001 № 060311;
;;2000 № 060310;
;;2001 № 061114;
;;2005 № 045523;
;;2005 № 045706;
;;2000 № 060318;
;;1999 № 060328;
;;1998 № 060787;
;;1998 № 060059;
;;1998 № 059030;
;;1997 № 059448;
;;1990 № 040289;
;;1990 № 040585;
;;2004 № 043709;
;;1990 № 059498;
;;1994 № 040417;
;;1993 № 040599;
;;1999 № 060747;
;;1998 № 059466;
;;1998 № 060273;
;;1999 № 060624;
;;2008 № 052172;
;;2000 № 060342;
;;1999 № 060497;
;;1999 № 060073;
;;2009 № 052187;
;;2000 № 060496;
;;2001 № 060075;
;;2001 № 060924;
;;2004 № 043698;
;;2005 № 045587;
;;2006 № 052352;
;;2006 № 052353;
;;2007 № 047300;
;;2004 № 043668;
;;2004 № 044652;
;;2005 № 045479;
;;2005 № 045528;
;;2004 № 043707;
;;;
5240;61;Сотбис;Суслова Е.В., Евдокимова Л.В.
;;2005 № 045759;31.08.2023
;;2005 № 045516;
;;2004 № 045402;
;;2004 № 044641;
;;2006 № 046865;
;;2004 № 045407;
;;2009 № 052175;
;;2007 № 047215;
;;2007 № 047221;
;;2006 № 046158;
;;2005 № 045762;
;;2000 № 060479;
;;1999 № 060760;
;;1999 № 059066;
;;1999 № 060564;
;;2007 № 047308;
;;2007 № 047309;
;;2006 № 045961;
;;1997 № 059471;
;;2001 № 059046;
;;2001 № 059585;
;;2001 № 061107;
;;2001 № 061042;
;;2000 № 060350;
;;2000 № 060604;
;;2001 № 060918;
;;2000 № 059317;
;;2000 № 059478;
;;1999 № 060869;
;;1998 № 060137;
;;2001 № 060067;
;;1999 № 060873;
;;1998 № 059580;
;;1998 № 059577;
;;1998 № 060894;
;;2004 № 043506;
;;2004 № 044654;
;;1999 № 060565;
;;2005 № 045776;
;;1999 № 059462;
;;1998 № 060545;
;;1999 № 060270;
;;1999 № 060269;
;;1999 № 060928;
;;2006 № 046887;
;;2006 № 046924;
;;2001 № 059543;
;;2000 № 060122;
;;1999 № 060053;
;;1999 № 060125;
;;1999 № 060254;
;;1998 № 059016;
;;1993 № 040418;
;;1992 № 040427;
;;2004 № 045387;
;;1997 № 060289;
;;2001 № 060915;
;;2001 № 060176;
;;2000 № 059483;
;;2000 № 060277;
;;2008 № 048820;
5241;73;Сотбис;Суслова Е.В., Евдокимова Л.В.
;;2006 № 045920;
;;2007 № 047338;
;;2007 № 047322;
;;2009 № 052359;
;;2005 № 045714;
;;2004 № 044755;
;;2007 № 047330;
;;2007 № 047325;
;;2006 № 045975;
;;2006 № 045959;
;;2000 № 060330;
;;2000 № 061082;
;;1999 № 060556;
;;2009 № 052360;
;;2008 № 048818;
;;2007 № 047329;
;;2007 № 047319;
;;2007 № 047316;
;;2006 № 045974;
;;2006 № 046182;
;;2006 № 045722;
;;2007 № 047317;
;;2006 № 046932;
;;2006 № 045963;
;;2009 № 053570;
;;2009 № 053565;
;;2008 № 048879;
;;2006 № 046928;
;;2006 № 045943;
;;2006 № 045915;
;;2005 № 045780;
;;2005 № 045775;
;;2005 № 045485;
;;2004 № 045375;
;;2004 № 044645;
;;2004 № 043514;
;;1998 № 059569;
;;1998 № 060601;
;;1996 № 060758;
;;1998 № 059530;
;;1999 № 061057;
;;2001 № 060922;
;;1998 № 060903;
;;2000 № 060929;
;;1994 № 040430;
;;1993 № 040414;
;;2001 № 060174;
;;1998 № 060597;
;;1998 № 059421;
;;2000 № 059463;
;;1999 № 060340;
;;1999 № 060871;
;;2001 № 060186;
;;2001 № 060883;
;;2000 № 060613;
;;2000 № 059402;
;;2000 № 059045;
;;1999 № 060291;
;;1998 № 060882;
;;1998 № 058993;
;;1999 № 060315;
;;2006 № 052598;
;;2005 № 045735;
;;2005 № 045707;
;;2004 № 045389;
;;2004 № 043665;
;;2000 № 060045;
;;1998 № 059385;
;;1998 № 059015;
;;1999 № 060251;
;;1999 № 060255;
;;1998 № 060598;
;;2001 № 060098;
;;;
5242;60;Сотбис;Суслова Е.В., Евдокимова Л.В.
;;1997 № 060569;
;;1996 № 060580;
;;2000 № 048807;
;;2008 № 048802;
;;2007 № 047255;
;;2007 № 047251;
;;2007 № 017296;
;;2006 № 046907;
;;2008 № 048826;
;;2001 № 060101;
;;1999 № 060057;
;;1999 № 060788 ;
;;2000 № 060501;
;;1998 № 059425;
;;1999 № 059061;
;;1999 № 060355;
;;2005 № 045613;
;;2005 № 045491;
;;2004 № 044754;
;;2004 № 043520;
;;2005 № 045787;
;;2006 № 046140;
;;2009 № 052366;
;;2005 № 045694;
;;2005 № 045476;
;;2005 № 045480;
;;2004 № 046152;
;;2004 № 044751;
;;2004 № 044750;
;;2004 № 044639;
;;2004 № 043653;
;;2004 № 043517;
;;2004 № 043507;
;;2006 № 045973;
;;2006 № 045911;
;;2006 № 045910;
;;2004 № 044655;
;;2004 № 043672;
;;2009 № 052362;
;;2008 № 048828;
;;2005 № 045693;
;;2004 № 043708;
;;2005 № 045720;
;;2005 № 045725;
;;2005 № 045593;
;;2007 № 047264;
;;2007 № 047262;
;;2006 № 046181;
;;2006 № 045960;
;;2005 № 045726;
;;2005 № 045696;
;;2010 № 052625;
;;2007 № 047263;
;;2005 № 045711;
;;1999 № 060035;
;;1998 № 060840;
;;2009 № 052368;
;;1999 № 060907;
;;2008 № 048882;
;;2008 № 048881;
;;;
5243;50;Сотбис;Суслова Е.В., Евдокимова Л.В.
;;2007 № 047242;
;;2006 № 045928;
;;2004 № 043624;
;;2001 № 060190;
;;2000 № 060610;
;;2005 № 045526;
;;2004 № 045384;
;;2004 № 043685;
;;1999 № 060155;
;;2000 № 059288;
;;1997 № 058995;
;;2004 № 043666;
;;2007 № 047191;
;;2006 № 046927;
;;2006 № 045942;
;;2005 № 045742;
;;2001 № 060146;
;;2006 № 046916;
;;2009 № 052134;
;;2000 № 060060;
;;2004 № 043674;
;;2001 № 059455;
;;2008 № 048892;
;;2005 № 045595;
;;2004 № 044759;
;;1999 № 059467;
;;2001 № 059414;
;;1998 № 060823;
;;2000 № 060872;
;;2001 № 060870;
;;2008 № 048827;
;;2001 № 060246;
;;2006 № 046142;
;;1999 № 060605;
;;2007 № 047335;
;;2006 № 046908;
;;1999 № 060785;
;;2008 № 048851;
;;2008 № 048905;
;;2007 № 047226;
;;2002 № 059350;
;;2008 № 048904;
;;2001 № 060173;
;;2008 № 048783;
;;1998 № 059443;
;;1999 № 060581;
;;1988 № 061266;
;;1999 № 060527;
;;2008 № 048903;
5244;53;Сотбис;Суслова Е.В., Евдокимова Л.В.
;;1999 № 060480;
;;1999 № 060558;
;;1999 № 060317;
;;2001 № 060779 ;
;;2005 № 045525;
;;1992 № 040291;
;;1998 № 059418;
;;2002 № 060763;
;;2001 № 059032;
;;2001 № 059601;
;;2000 № 060364;
;;1999 № 060261;
;;2006 № 046917;
;;2006 № 045753;
;;2004 № 043654;
;;2008 № 048814;
;;2008 № 048811;
;;2007 № 047297;
;;2007 № 047228;
;;1999 № 059313;
;;1999 № 060268;
;;1998 № 059549;
;;1997 № 060792;
;;2009 № 052358;
;;1999 № 059315;
;;2001 № 060112;
;;2000 № 059039;
;;1999 № 060335;
;;2000 № 060178;
;;2001 № 060165;
;;2000 № 059319;
;;2001 № 059331;
;;2000 № 059504;
;;1999 № 060120;
;;2007 № 052122;
;;2008 № 052357;
;;2008 № 048813;
;;1999 № 060836;
;;1999 № 060546;
;;2006 № 046940;
;;2004 № 043676;
;;1999 № 060526;
;;2000 № 060312;
;;1999 № 060577;
;;1999 № 060620;
;;1998 № 060516;
;;2008 № 048822;
;;2007 № 052354;
;;2005 № 045623;
;;2004 № 043673+ прилож.;
;;2000 № 060909;
;;2001 № 059582;
;;;
5245;49;Сотбис;Суслова Е.В., Евдокимова Л.В.
;;2006 № 045957;
;;2005 № 045774;
;;2004 № 043712;
;;2001 № 061089;
;;1999 № 059491;
;;2007 № 047337;
;;2007 № 047328;
;;2006 № 046942;
;;2008 № 048821;
;;2006 № 046938;
;;2005 № 045599;
;;2004 № 044756;
;;2006 № 046936;
;;2008 № 048836;
;;2005 № 045620;
;;2007 № 047331;
;;2001 № 059299;
;;2006 № 045746;
;;2004 № 044761;
;;1998 № 059020;
;;2010 № 052603;
;;2008 № 048829;
;;2009 № 052365;
;;2001 № 060363;
;;2000 № 059477;
;;2000 № 059505;
;;2005 № 045781;
;;2006 № 045958;
;;2004 № 043675;
;;1998 № 060074;
;;2006 № 046945;
;;2007 № 047306;
;;2008 № 048837;
;;2007 № 047327;
;;2007 № 047336;
;;2009 № 053566;
;;2005 № 045600;
;;2000 № 060305;
;;2005 № 045754;
;;2006 № 046946;
;;2007 № 047340;
;;1999 № 060934;
;;2004 № 044659;
;;1993 № 040449;
;;2004 № 044650;
;;2001 № 061070;
;;1998 № 061039;
;;1994 № 040513;
;;2005 № 045610;
;;;
5246;50;Сотбис;Суслова Е.В., Евдокимова Л.В.
;;2007 № 047195;
;;2007 № 047204;
;;2006 № 045982;
;;2008 № 048873;
;;2008 № 048872;
;;2008 № 048871;
;;1999 № 059403;
;;1998 № 059384;
;;1998 № 048874;
;;2009 № 053571;
;;2005 № 045496;
;;2004 № 044640;
;;2001 № 060890;
;;1998 № 060542;
;;2007 № 047213;
;;2005 № 045760;
;;2006 № 046910;
;;1999 № 060514;
;;2007 № 047321;
;;1994 № 040425;
;;2009 № 053573;
;;2008 № 048825;
;;2007 № 047332;
;;2007 № 047273;
;;2006 № 045932;
;;2009 № 052153;
;;1999 № 059021;
;;2010 № 052168;
;;2001 № 059345;
;;2007 № 047250;
;;1999 № 060141;
;;2004 № 043642;
;;2006 № 045929;
;;2000 № 060249;
;;2000 № 060179;
;;2007 № 047253;
;;2007 № 047590;
;;2007 № 047310;
;;2007 № 047277;
;;2007 № 047249;
;;2005 № 045755;
;;2005 № 045527;
;;2004 № 045391;
;;2007 № 052594;
;;2005 № 045772;
;;2008 № 048103;
;;2007 № 052355;
;;2000 № 060623;
;;2006 № 046166;
;;2008 № 048853;
;;;
5247;61;Сотбис;Суслова Е.В., Евдокимова Л.В.
;;2004 № 043617;
;;2006 № 046951;
;;2005 № 045944;
;;2005 № 045744;
;;2005 № 045695;
;;2009 № 052158;
;;2006 № 046891;
;;1999 № 060133;
;;2005 № 045619;
;;2007 № 052356;
;;2005 № 045510;
;;2008 № 048809;
;;2007 № 047254;
;;2007 № 047312;
;;2008 № 048834;
;;2006 № 046912;
;;1998 № 059532;
;;1998 № 060627;
;;1998 № 060626  ;
;;1998 № 059578;
;;1997 № 059029;
;;1997 № 060570;
;;1999 № 060753;
;;1999 № 060187;
;;1999 № 060234;
;;1999 № 060770;
;;1999 № 060334;
;;1999 № 060936;
;;1999 № 060326;
;;1999 № 060888;
;;2000 № 060359;
;;2000 № 060322;
;;2000 № 060323;
;;2000 № 059068;
;;1999 № 059503;
;;2001 № 060887;
;;2000 № 061109;
;;2000 № 060327;
;;2000 № 059576;
;;2000 № 060935;
;;2001 № 060891;
;;2001 № 060181;
;;2001 № 059608;
;;2001 № 059305;
;;2001 № 059300;
;;2001 № 060886;
;;2001 № 060114;
;;2001 № 060900;
;;2001 № 061125;
;;2002 № 059583;
;;2002 № 059522;
;;2001 № 059470;
;;2004 № 043621;
;;2004 № 043616;
;;2004 № 043623;
;;2004 № 043512;
;;1998 № 059460;
;;1998 № 060833;
;;2004 № 043651;
;;2004 № 043650;
;;   ;
5248;37;Сотбис;Суслова Е.В., Евдокимова Л.В.
;;2004 № 043693;
;;2004 № 043692+ прилож;
;;2004 № 044649;
;;2004 № 044648;
;;2004 № 044644;
;;2005 № 045475;
;;2005 № 045484;
;;2005 № 045483;
;;2005 № 045539;
;;2005 № 045538;
;;2005 № 045590;
;;2005 № 045585;
;;2005 № 045621;
;;2005 № 045622;
;;2006 № 045923;
;;2006 № 045924;
;;2006 № 045908;
;;2006 № 045950;
;;2006 № 045949;
;;2006 № 046178;
;;2006 № 046892;
;;2006 № 046179;
;;2007 № 047241;
;;2007 № 047181;
;;2006 № 045985;
;;2007 № 047175;
;;2007 № 047188;
;;2007 № 047178;
;;2007 № 047179;
;;2007 № 047183;
;;2007 № 047184;
;;2007 № 047189;
;;2007 № 047187;
;;2007 № 047186;
;;2008 № 048104;
;;2008 № 048105;
;;;
5249;72;2008 № 048810;Суслова Е.В., Евдокимова Л.В.
;;2007 № 047315;
;;2000 № 059441;
;;2001 № 059528;
;;2006 № 060544;
;;1999 № 060920;
;;1998 № 059570;
;;2000 № 060329;
;;2004 № 043700;
;;2004 № 045406;
;;2009 № 052383+ прилож.;
;;2009 № 052382+ прилож.;
;;2009 № 052400+ прилож.;
;;2009 № 052394+ прилож.;
;;2009 № 052393+ прилож.;
;;2010 № 052613+ прилож.;
;;2009 № 052401 + прилож;
;;2010 № 052614+ прилож.;
;;2010 № 052621+ прилож.;
;;2007 № 047176+ прилож.;
;;1987 № 054608;
;;1987 № 061269;
;;2010 № 052622+ прилож.;
;;1988 № 061259;
;;1988 № 061258;
;;1988 № 054611;
;;1994 № 040593;
;;1987 № 054609;
;;1987 № 061263;
;;2005 № 045540;
;;2004 № 043691;
;;2007 № 047182;
;;2006 № 045951;
;;2006 № 045748;
;;2006 № 045952;
;;2008 № 048106;
;;2007 № 047185;
;;2006 № 045984;
;;1993 № 041723;
;;2000 № 060885;
;;1999 № 060341;
;;1999 № 060248;
;;2001 № 059584;
;;1985 № 061104;
;;1993 № 054616;
;;2006 № 046890;
;;2000 № 059442;
;;1999 № 060256;
;;2001 № 060765;
;;2000 № 060136;
;;2001 № 060148;
;;2005 № 045786;
;;1998 № 059001;
;;2007 № 047284;
;;2000 № 059476;
;;1999 № 060333;
;;2001 № 060257;
;;1997 № 060281;
;;2001 № 058990;
;;1999 № 059519;
;;1998 № 060756;
;;;
5297;60;Сотбис;Евдокимова Л.В.
;;1993 № 040282;01.08.2023
;;2014 № 061393;
;;2013 № 061392;
;;2014 № 061391;
;;2004 № 044622;
;;2004 № 044623;
;;2000 № 059287;
;;2004 № 043509;
;;2004 № 043644;
;;2004 № 043515;
;;2004 № 043683;
;;2004 № 043694;
;;2004 № 046148;
;;2004 № 045383;
;;2005 № 045494;
;;2006 № 046177;
;;2005 № 045699;
;;2005 № 045611;
;;2006 № 045918;
;;2006 № 045939;
;;2006 № 045980;
;;2006 № 046896;
